i,local_result
2189,53907.5
2190,62621
2191,22055
2192,76157
2193,54819.5
2194,63849
2195,28382.5
2196,71248
2197,71606
2198,60765.5
2199,74866
2200,56472.5
2201,51970.5
2202,32006.5
2203,66395.5
2204,62303.5
2205,62645.5
2206,82367.5
2207,67894
2208,68248
2209,68599
2210,53808.5
2211,69261
2212,69614
2213,69963
2214,84029
2215,55277.5
2216,66560.5
2217,87278
2218,81443.5
2219,61707.5
2220,67565.5
2221,80638.5
2222,31687.5
2223,89772
2224,73774
2225,90284.5
2226,82650
2227,91115.5
2228,91523.5
2229,79204.5
2230,91829
2231,87504
2232,84946
2233,88448.5
2234,60651.5
2235,77595
2236,77920
2237,90976.5
2238,95618
2239,82399
2240,67433
2241,67736
2242,67991
2243,68307
2244,98623
2245,63715.5
2246,92853.5
2247,93227.5
2248,90977.5
2249,82371
2250,85117
2251,363.5
2252,140.5
2253,649
2254,305.5
2255,1600
2256,1931
2257,2658
2258,2698
2259,2749
2260,3003
2261,2389
2262,2528
2263,3666
2264,2318
2265,2501
2266,3717.5
2267,6417
2268,5550.5
2269,1477.5
2270,58
2271,8240
2272,8622
2273,8182
2274,2154
2275,4621
2276,9170.5
2277,2394
2278,11719
2279,11109.5
2280,6612
2281,2060
2282,2061
2283,2062
2284,11614
2285,11677
2286,2064
2287,10072
2288,10779.5
2289,14564.5
2290,14504.5
2291,11408.5
2292,15710.5
2293,2076
2294,10466
2295,2078
2296,16764.5
2297,17078.5
2298,12888.5
2299,4920
2300,6449
2301,4914.5
2302,18896.5
2303,2086
2304,19529.5
2305,20510.5
2306,6602
2307,20208.5
2308,19176
2309,17379
2310,19257
2311,8900.5
2312,5825.5
2313,5842.5
2314,20087.5
2315,21869.5
2316,22545.5
2317,23691.5
2318,21821
2319,6843
2320,2118
2321,24612
2322,24713.5
2323,25023.5
2324,15304
2325,25842.5
2326,18167
2327,950.5
2328,5652
2329,18776
2330,19653.5
2331,2511
2332,2514
2333,26112
2334,27375
2335,4185
2336,28245.5
2337,30046.5
2338,26886.5
2339,4221
2340,4231
2341,7577
2342,5880
2343,23397.5
2344,8729
2345,8759
2346,5652
2347,31893.5
2348,24510.5
2349,34183
2350,32988
2351,33295
2352,33601
2353,34716.5
2354,31538
2355,36983
2356,956.5
2357,6127
2358,2574
2359,2575
2360,37174
2361,36817.5
2362,24894
2363,2580
2364,2583
2365,2587
2366,36436
2367,36735
2368,957.5
2369,6336
2370,2201
2371,36360.5
2372,39774
2373,40566.5
2374,23401
2375,23556
2376,8438
2377,40366
2378,41695.5
2379,4604
2380,6211
2381,29669
2382,29877
2383,39373.5
2384,5016.5
2385,5029.5
2386,5040.5
2387,27773
2388,6654
2389,6671
2390,6688
2391,5095.5
2392,6392
2393,6406
2394,5132.5
2395,6768
2396,26983
2397,50021
2398,48862.5
2399,966.5
2400,51956
2401,47697
2402,48082
2403,45691
2404,46015
2405,46347
2406,52258
2407,1055.5
2408,15049.5
2409,47789
2410,2886
2411,1154.5
2412,2966
2413,53563
2414,31662
2415,12471
2416,50460
2417,10127
2418,59504.5
2419,60236
2420,3892
2421,8252
2422,13878
2423,3391.5
2424,59159
2425,60427
2426,59609
2427,53329
2428,64148
2429,11539
2430,60337.5
2431,54616
2432,65337.5
2433,57042
2434,66595
2435,66991
2436,16313
2437,58946
2438,65665.5
2439,66043.5
2440,58730
2441,59049
2442,59370
2443,59643
2444,12988
2445,42939.5
2446,68545.5
2447,4402
2448,69419.5
2449,69798.5
2450,135
2451,135
2452,17244
2453,135
2454,3504.5
2455,42238
2456,75198
2457,2349.5
2458,11725
2459,1887.5
2460,11786
2461,74343.5
2462,77552
2463,21117
2464,18339.5
2465,72483.5
2466,4488
2467,79542
2468,72929.5
2469,580
2470,4502
2471,80964
2472,78324.5
2473,78693.5
2474,2956
2475,4569
2476,4569
2477,4574
2478,2995
2479,10085
2480,14047
2481,2447.5
2482,4619
2483,14246
2484,3290
2485,3875.5
2486,73615.5
2487,59019.5
2488,59276.5
2489,74640.5
2490,55961.5
2491,81871.5
2492,49738
2493,20508
2494,82968.5
2495,76816
2496,71081
2497,86907.5
2498,85073.5
2499,62407.5
2500,17805
2501,443
2502,379
2503,1220
2504,1085
2505,1972
2506,2049.5
2507,1417
2508,3663.5
2509,4098.5
2510,2656
2511,1901
2512,3253
2513,2344
2514,6036
2515,5305.5
2516,3735.5
2517,7452.5
2518,7911.5
2519,8349.5
2520,5238
2521,5540
2522,2808
2523,5992
2524,6216
2525,9236
2526,6527.5
2527,2266
2528,2369
2529,12771.5
2530,13246.5
2531,10151
2532,13127
2533,13566
2534,5055
2535,14443
2536,16087.5
2537,14019
2538,14429
2539,17512.5
2540,11650
2541,8486
2542,17807.5
2543,4346
2544,7388
2545,7403
2546,15519
2547,4840.5
2548,7579
2549,19743
2550,7615
2551,22810.5
2552,23229.5
2553,21884
2554,22539.5
2555,10115
2556,20293
2557,23173
2558,21641
2559,12885
2560,10629
2561,24718
2562,27364.5
2563,27773.5
2564,21540.5
2565,28622.5
2566,29027.5
2567,27961.5
2568,28351.5
2569,30280.5
2570,29861
2571,25190.5
2572,31510.5
2573,26942
2574,32361.5
2575,28105
2576,32298
2577,32021
2578,10235
2579,16057
2580,29938
2581,28471
2582,28819
2583,29161
2584,23217
2585,20528.5
2586,20621.5
2587,20901.5
2588,38270.5
2589,38693.5
2590,39123.5
2591,6328
2592,37604.5
2593,34653
2594,7653
2595,41191.5
2596,35691
2597,28546
2598,36424
2599,40257.5
2600,6990
2601,43714.5
2602,44120.5
2603,36147.5
2604,36474.5
2605,42729.5
2606,43474.5
2607,28531
2608,35393.5
2609,35699.5
2610,29295
2611,20292
2612,47032
2613,26026.5
2614,18146.5
2615,46493
2616,12875
2617,12897
2618,12913
2619,41288.5
2620,47929
2621,48307
2622,48710
2623,13156
2624,51853
2625,36308
2626,46546
2627,50615
2628,50995
2629,17265
2630,41262
2631,56206.5
2632,52513
2633,52895
2634,53275
2635,51879.5
2636,52245.5
2637,24007
2638,58375
2639,51190
2640,13846
2641,51930
2642,34418.5
2643,59797
2644,57882.5
2645,8345
2646,36754
2647,58296
2648,63328.5
2649,62889
2650,43179
2651,57384
2652,63131
2653,40435
2654,56648
2655,65377
2656,2202
2657,57736
2658,67511.5
2659,67968.5
2660,8928
2661,68843.5
2662,53038.5
2663,59955
2664,65526
2665,60678
2666,3329.5
2667,63948.5
2668,40467.5
2669,72256.5
2670,68237
2671,29480
2672,63246
2673,74078.5
2674,73526
2675,73953
2676,22241
2677,28252.5
2678,76225.5
2679,71062
2680,73031
2681,45747
2682,77897.5
2683,32336.5
2684,6772
2685,75771
2686,79725.5
2687,47509
2688,74734
2689,81158.5
2690,70115
2691,70508
2692,10370
2693,83043.5
2694,37560
2695,83949.5
2696,10520
2697,80201.5
2698,80075.5
2699,85784.5
2700,73971
2701,80218
2702,81597.5
2703,11414
2704,88074.5
2705,66308
2706,83301.5
2707,72414.5
2708,72212.5
2709,36398.5
2710,22615
2711,11290
2712,78578
2713,23122
2714,11591
2715,85127
2716,86525
2717,75515.5
2718,79585
2719,87802
2720,5126.5
2721,8491
2722,27466.5
2723,13973.5
2724,46028
2725,78499.5
2726,92053.5
2727,84465
2728,47019
2729,44711
2730,95731
2731,92997
2732,93439
2733,93880
2734,100655
2735,64457.5
2736,28225
2737,47151
2738,88898
2739,37070
2740,89713
2741,29469
2742,99053.5
2743,98347
2744,106632.5
2745,100400.5
2746,30592
2747,101296.5
2748,80642
2749,88262.5
2750,89541
2751,327
2752,587.5
2753,509
2754,704
2755,1189.5
2756,2456.5
2757,2721.5
2758,2386.5
2759,3002
2760,3189
2761,4305.5
2762,5526
2763,5991
2764,4587.5
2765,6440.5
2766,5814
2767,4978.5
2768,8035
2769,7566.5
2770,8624.5
2771,9111.5
2772,7977
2773,8817.5
2774,9695
2775,6371.5
2776,11202.5
2777,10243.5
2778,9493.5
2779,3202
2780,13602
2781,12200.5
2782,12577.5
2783,14944
2784,15321
2785,15502.5
2786,13811.5
2787,16334.5
2788,12374.5
2789,13458.5
2790,12993.5
2791,15155.5
2792,14448.5
2793,3476
2794,14045.5
2795,3507
2796,17426
2797,12131.5
2798,1521
2799,20686
2800,21793.5
2801,3653
2802,22035
2803,20145.5
2804,22850
2805,20893.5
2806,2472.5
2807,3782
2808,25212
2809,25634
2810,18887.5
2811,19468.5
2812,24250
2813,25218.5
2814,23480.5
2815,5460.5
2816,3982
2817,28567
2818,20252.5
2819,21931.5
2820,2832.5
2821,22432
2822,19854.5
2823,28625
2824,3021.5
2825,912
2826,25171.5
2827,20811.5
2828,21600.5
2829,1102
2830,5249
2831,3614.5
2832,26168.5
2833,30894.5
2834,5892
2835,14601.5
2836,28267.5
2837,23512.5
2838,28192.5
2839,7284.5
2840,34660.5
2841,30435
2842,3045
2843,23845.5
2844,41956
2845,7361
2846,7375
2847,7395
2848,44277
2849,21938
2850,22144
2851,22360
2852,7521
2853,28607.5
2854,37112
2855,23350.5
2856,29215.5
2857,44299.5
2858,46708
2859,47103
2860,47413.5
2861,47894
2862,7765
2863,48615.5
2864,49099
2865,44802
2866,44057.5
2867,27620
2868,44783.5
2869,46805.5
2870,36554
2871,39471.5
2872,50078.5
2873,46749.5
2874,50207.5
2875,48664
2876,5618.5
2877,16186.5
2878,49097.5
2879,47798.5
2880,42321.5
2881,50203.5
2882,53950.5
2883,51476
2884,54728.5
2885,46226
2886,4875.5
2887,55886.5
2888,50863.5
2889,53155.5
2890,35133.5
2891,61193
2892,61596
2893,34466.5
2894,1019.5
2895,4718
2896,14548.5
2897,59964
2898,57684.5
2899,58238
2900,34393
2901,8674
2902,4965
2903,64587.5
2904,25330.5
2905,45756.5
2906,60004
2907,5644.5
2908,51929
2909,67174
2910,67620
2911,43033.5
2912,50975.5
2913,62171.5
2914,64300.5
2915,27231.5
2916,61217.5
2917,9946
2918,64991
2919,63912.5
2920,51446
2921,74143
2922,74281
2923,63865.5
2924,70639.5
2925,61045
2926,45171.5
2927,47546.5
2928,78543
2929,79023
2930,10885
2931,6432.5
2932,54171
2933,4324
2934,71393
2935,70812.5
2936,63155
2937,70601.5
2938,70942.5
2939,50664.5
2940,40523.5
2941,40569.5
2942,58033
2943,6655
2944,5225
2945,67585
2946,83834
2947,85637
2948,85679
2949,61661.5
2950,45838
2951,78742
2952,79118
2953,89105
2954,78267.5
2955,85669
2956,25126.5
2957,87776
2958,88180
2959,80561
2960,72826
2961,5089
2962,5089
2963,7015
2964,83647
2965,61125
2966,8748.5
2967,91709.5
2968,92257
2969,92659
2970,8945.5
2971,82723.5
2972,82524
2973,95882
2974,73317
2975,56893
2976,82776.5
2977,64276
2978,88969
2979,14365
2980,95825.5
2981,89105
2982,95652
2983,100452
2984,97743
2985,90421
2986,47787
2987,100580
2988,88529
2989,78518.5
2990,70708
2991,89962
2992,72920
2993,69536
2994,92063.5
2995,64983.5
2996,78197
2997,100543.5
2998,55575
2999,77913.5
3000,100610.5
3001,399.5
3002,703.5
3003,781
3004,1360.5
3005,1911
3006,1921.5
3007,2242.5
3008,2552.5
3009,3657
3010,3673
3011,4026
3012,4380
3013,4554.5
3014,5476
3015,5894
3016,4617.5
3017,6622
3018,6813.5
3019,7350
3020,3753.5
3021,7900.5
3022,7905
3023,4392.5
3024,9170
3025,8672.5
3026,9703.5
3027,7407.5
3028,10648.5
3029,5578.5
3030,5828.5
3031,5900.5
3032,12082
3033,12257
3034,9618
3035,13196.5
3036,12836
3037,8011
3038,10779
3039,13890
3040,14237
3041,8223.5
3042,14631.5
3043,14975.5
3044,15639
3045,9068.5
3046,16813.5
3047,11255.5
3048,17531.5
3049,16573.5
3050,18253.5
3051,18612.5
3052,17602
3053,17865.5
3054,18757.5
3055,19105.5
3056,20412.5
3057,20770.5
3058,16624
3059,20924
3060,20684.5
3061,21628
3062,16229.5
3063,22932.5
3064,13784
3065,22289.5
3066,23979.5
3067,24337.5
3068,24697.5
3069,25056.5
3070,25788.5
3071,26258.5
3072,26515.5
3073,14553.5
3074,27240.5
3075,26353
3076,26168.5
3077,19927
3078,22435
3079,28685.5
3080,27418.5
3081,29407.5
3082,30321.5
3083,25836.5
3084,31049.5
3085,30845.5
3086,29601.5
3087,29544
3088,32505.5
3089,32810.5
3090,33233.5
3091,31172.5
3092,31512.5
3093,32887
3094,33238
3095,20949
3096,33939
3097,33213.5
3098,33554.5
3099,33895.5
3100,22208
3101,22429
3102,37601.5
3103,32062.5
3104,23161
3105,35762.5
3106,23610
3107,38617.5
3108,38977.5
3109,24353
3110,40373
3111,40876.5
3112,37810.5
3113,26688
3114,26969
3115,25875
3116,26127
3117,41050
3118,34732
3119,33690.5
3120,31401
3121,41588.5
3122,43086
3123,34796.5
3124,42897.5
3125,39590.5
3126,26467.5
3127,45915.5
3128,47018.5
3129,44566.5
3130,47774.5
3131,48095.5
3132,48491
3133,48855
3134,49219
3135,35257
3136,46056.5
3137,49625.5
3138,47491.5
3139,51401
3140,50947.5
3141,45330.5
3142,50409
3143,53247.5
3144,53717.5
3145,54146.5
3146,49973.5
3147,50596.5
3148,46174.5
3149,54730.5
3150,55155.5
3151,55581.5
3152,57299
3153,57766
3154,57975.5
3155,52935.5
3156,59269
3157,34817
3158,56687
3159,35273
3160,60176.5
3161,35566
3162,35835
3163,62712
3164,33405.5
3165,33586.5
3166,36688
3167,36935
3168,57692.5
3169,65436
3170,66029
3171,66076
3172,66495
3173,55538.5
3174,67677
3175,68214.5
3176,25657
3177,44376
3178,64070
3179,44654
3180,34568.5
3181,63057.5
3182,70682
3183,69655.5
3184,69115.5
3185,45511
3186,35221
3187,73054.5
3188,65495.5
3189,37929
3190,72378.5
3191,64971
3192,65282
3193,46694
3194,53991
3195,38165
3196,70171
3197,29195
3198,48895.5
3199,67036
3200,67341
3201,49405.5
3202,38400
3203,62660.5
3204,38455
3205,38484
3206,74660
3207,63736.5
3208,64011.5
3209,56839.5
3210,38708
3211,64821.5
3212,57432.5
3213,57629.5
3214,29489
3215,38844
3216,80884.5
3217,86357
3218,66690.5
3219,66960.5
3220,82371.5
3221,67505.5
3222,67766.5
3223,72447
3224,68299.5
3225,39276
3226,75763.5
3227,79202.5
3228,85770.5
3229,81682
3230,91853
3231,90053.5
3232,92753
3233,80805.5
3234,78264.5
3235,42259
3236,92303.5
3237,95433.5
3238,93203.5
3239,96333.5
3240,96783.5
3241,97222
3242,75675.5
3243,65877.5
3244,87984
3245,88396
3246,85967.5
3247,76622.5
3248,85608.5
3249,85990.5
3250,86382.5
3251,429
3252,821.5
3253,281.5
3254,1795
3255,2081.5
3256,605.5
3257,707
3258,3520.5
3259,1941.5
3260,2108
3261,2241
3262,867.5
3263,4863
3264,3909
3265,1347
3266,4253.5
3267,4534.5
3268,6478
3269,6668.5
3270,6033.5
3271,7328
3272,9847
3273,10311
3274,10694
3275,11241
3276,11615
3277,12171
3278,12634
3279,12830
3280,2520
3281,12432.5
3282,10934
3283,13643.5
3284,10908
3285,14343
3286,13996
3287,16683
3288,17274
3289,5365
3290,14545
3291,15146
3292,18023
3293,18456
3294,18069
3295,18547
3296,14840.5
3297,16883
3298,16066
3299,20210
3300,4297
3301,5079
3302,23258
3303,16209.5
3304,21974.5
3305,4602
3306,4799
3307,13224
3308,22880
3309,24391
3310,25292.5
3311,13639.5
3312,19021.5
3313,20630.5
3314,25516
3315,23927
3316,29905
3317,30367
3318,23780
3319,15596.5
3320,25388.5
3321,23310.5
3322,24217
3323,17244.5
3324,25398
3325,28081
3326,17408
3327,34864
3328,31955.5
3329,36786
3330,18691.5
3331,18980.5
3332,19230.5
3333,33611
3334,17754
3335,17988
3336,18185
3337,10022
3338,30708.5
3339,7036
3340,35875
3341,21402.5
3342,25020.5
3343,10860
3344,34288
3345,32070
3346,22504
3347,11607
3348,35433
3349,11821
3350,37064
3351,41174.5
3352,48423
3353,34885
3354,12489
3355,47792.5
3356,12612
3357,40320.5
3358,12836
3359,49441
3360,38357.5
3361,50274
3362,37661
3363,47282.5
3364,53980
3365,51926
3366,40284.5
3367,52753
3368,37390.5
3369,52398
3370,41000
3371,53202
3372,49642.5
3373,55404.5
3374,42291
3375,51449
3376,51818
3377,52197
3378,52585
3379,21043
3380,53770.5
3381,45769
3382,51199
3383,31169
3384,54134.5
3385,14979
3386,46955
3387,35848.5
3388,45979
3389,43530.5
3390,15587
3391,51617
3392,17433
3393,52882.5
3394,53234.5
3395,57760.5
3396,67726
3397,16204
3398,54053.5
3399,16353
3400,50491
3401,32881.5
3402,22558.5
3403,51385
3404,14589.5
3405,16587
3406,22976.5
3407,16727
3408,70084
3409,52754.5
3410,16903
3411,40780
3412,36864
3413,10765
3414,37313
3415,17370
3416,35891.5
3417,49645.5
3418,58960
3419,36553.5
3420,26524
3421,77851
3422,67705.5
3423,68039.5
3424,68373.5
3425,76412
3426,44154
3427,44375
3428,44624
3429,72833.5
3430,73174.5
3431,70706.5
3432,38520
3433,77417
3434,80079
3435,39120
3436,67395.5
3437,74860.5
3438,62260
3439,83689
3440,40402.5
3441,80184
3442,63519
3443,73221
3444,48249
3445,86342
3446,83740
3447,87052
3448,87404
3449,81388
3450,85135
3451,85484
3452,49728
3453,84324
3454,63159.5
3455,83436
3456,85349
3457,79086
3458,86038
3459,91074
3460,88685.5
3461,90494
3462,90845
3463,12951
3464,71125
3465,71429
3466,92254
3467,91069
3468,70015
3469,70308
3470,70602
3471,86357.5
3472,93272
3473,22670
3474,55197.5
3475,72086
3476,72380
3477,72649
3478,72942
3479,73228
3480,73516
3481,73805
3482,47697.5
3483,94680
3484,74680
3485,80783
3486,91428.5
3487,75549
3488,24163
3489,24186
3490,48886.5
3491,58718.5
3492,49272.5
3493,77281
3494,91440
3495,91773
3496,101676
3497,27455
3498,105944
3499,102244
3500,105807
3501,342
3502,679
3503,58
3504,888.5
3505,93
3506,2051
3507,2395
3508,2833
3509,3188
3510,3373
3511,2527
3512,3738
3513,3076.5
3514,2500.5
3515,3601.5
3516,2920
3517,5137.5
3518,6072
3519,6034
3520,4909.5
3521,6343.5
3522,787
3523,818
3524,872
3525,8220
3526,7324
3527,8350
3528,8654
3529,9789
3530,7455
3531,9593
3532,11357
3533,2045.5
3534,6464
3535,5740.5
3536,9970
3537,11709
3538,7314
3539,7524
3540,9992.5
3541,10112.5
3542,10375.5
3543,6386
3544,10842.5
3545,13941
3546,11299
3547,8942
3548,7965.5
3549,12130.5
3550,12408.5
3551,7531
3552,12827
3553,13180.5
3554,13403.5
3555,13651.5
3556,13920.5
3557,15850
3558,20561
3559,14542.5
3560,14799.5
3561,20007.5
3562,21999
3563,9726
3564,12559
3565,20853
3566,16656.5
3567,16886
3568,18019
3569,17591.5
3570,18676.5
3571,18978.5
3572,18495.5
3573,21649.5
3574,26408.5
3575,19405.5
3576,22256
3577,23761
3578,15156.5
3579,12526
3580,25255.5
3581,23626
3582,28986
3583,16242.5
3584,16549
3585,33037
3586,27587
3587,22167
3588,23316.5
3589,23615.5
3590,2980
3591,1275.5
3592,24408
3593,31340
3594,25100.5
3595,30216
3596,25693.5
3597,36716.5
3598,22214.5
3599,37582.5
3600,21017
3601,30763.5
3602,32417
3603,28796
3604,29118
3605,33465
3606,21617.5
3607,21839.5
3608,22191
3609,39921
3610,37096.5
3611,44597
3612,29470
3613,34105.5
3614,34527
3615,10943.5
3616,31808.5
3617,46488
3618,24391.5
3619,38960
3620,34095.5
3621,34278
3622,39316
3623,20547
3624,3890.5
3625,29109.5
3626,46714
3627,47100
3628,35143.5
3629,35432.5
3630,50346
3631,35981.5
3632,51541
3633,36986
3634,41564.5
3635,27716
3636,41918
3637,50980
3638,29589
3639,29799
3640,43485.5
3641,30233
3642,43400
3643,40586
3644,30646
3645,39904.5
3646,44550.5
3647,47660
3648,40708.5
3649,12591.5
3650,41273.5
3651,41560.5
3652,49172
3653,44498
3654,42186.5
3655,65225
3656,53365.5
3657,63634
3658,66492
3659,64415
3660,64808
3661,43585.5
3662,65607
3663,24497
3664,52703
3665,70559
3666,71025
3667,44685
3668,65064.5
3669,38794
3670,68911
3671,51459.5
3672,67336
3673,67727
3674,68113
3675,46430.5
3676,34133
3677,46784.5
3678,46886.5
3679,54968.5
3680,48855
3681,47115
3682,77666
3683,49673.5
3684,49607
3685,36035.5
3686,47933
3687,60457
3688,60747
3689,62784
3690,68762
3691,69103
3692,58183.5
3693,53453.5
3694,64284
3695,69145
3696,49673
3697,49847
3698,58990.5
3699,73719
3700,64529.5
3701,60408.5
3702,51075.5
3703,59599
3704,65354
3705,60069
3706,68915
3707,68210
3708,52072.5
3709,75746
3710,52018
3711,52593.5
3712,87426
3713,87817
3714,77127.5
3715,35011
3716,1799.5
3717,1799.5
3718,83423.5
3719,55887
3720,13379.5
3721,62606.5
3722,84569
3723,54652.5
3724,54238
3725,69607
3726,15712
3727,70178
3728,34174
3729,31735
3730,55444
3731,65051.5
3732,13592.5
3733,56648.5
3734,97633
3735,98100
3736,98518
3737,57394.5
3738,102241
3739,99817
3740,104177
3741,104658
3742,32864
3743,58797.5
3744,68549.5
3745,64704.5
3746,59503.5
3747,27210
3748,41687.5
3749,62366
3750,62554
3751,476.5
3752,591
3753,1172
3754,674
3755,2210
3756,2498
3757,1146.5
3758,2471
3759,3806
3760,4038.5
3761,5194.5
3762,2477.5
3763,2767.5
3764,3025.5
3765,7127.5
3766,5455.5
3767,5779.5
3768,6098.5
3769,8763.5
3770,7739
3771,8112
3772,8490
3773,10358
3774,11131
3775,10620
3776,10067
3777,11526
3778,11930
3779,13560.5
3780,14016.5
3781,13830
3782,14265
3783,5316.5
3784,7900.5
3785,5679.5
3786,12919
3787,11785
3788,15516.5
3789,17295
3790,16310.5
3791,17377.5
3792,18858
3793,18006
3794,19125.5
3795,20767.5
3796,17689
3797,8557
3798,15025
3799,16121.5
3800,18636
3801,23559.5
3802,24154.5
3803,22131
3804,1001
3805,24325
3806,26355
3807,26474.5
3808,27284
3809,26076
3810,27851.5
3811,28309.5
3812,27389
3813,28336.5
3814,14437
3815,28209
3816,23513.5
3817,18707
3818,21275
3819,31020.5
3820,24594.5
3821,32905.5
3822,25294.5
3823,30858.5
3824,27524.5
3825,10927.5
3826,10986.5
3827,36111
3828,34896.5
3829,24914
3830,14955
3831,17690.5
3832,3768.5
3833,36714
3834,38753
3835,16004
3836,18719.5
3837,40802
3838,31391
3839,41779
3840,33070
3841,1654
3842,43250
3843,43744
3844,43382.5
3845,42113
3846,45214
3847,5069.5
3848,46196
3849,39222.5
3850,46421.5
3851,42215
3852,47588.5
3853,48057.5
3854,23480
3855,44496.5
3856,47636.5
3857,50516
3858,5285.5
3859,34155
3860,30944
3861,21245
3862,51732.5
3863,31800
3864,53882
3865,36047
3866,54830
3867,49520
3868,48033.5
3869,51341
3870,40632
3871,36129
3872,56422.5
3873,47078.5
3874,55711.5
3875,21302
3876,2547.5
3877,2441
3878,56204.5
3879,39220
3880,44062
3881,43130.5
3882,58909
3883,56069
3884,59252
3885,59704
3886,60156
3887,57443
3888,52368
3889,52760
3890,53151
3891,27544
3892,59603
3893,66111.5
3894,67986
3895,55112
3896,2685
3897,69369
3898,56296
3899,62634
3900,57438
3901,71213
3902,70334.5
3903,30417
3904,30651
3905,70738.5
3906,71199.5
3907,31376
3908,31600
3909,53577.5
3910,74149
3911,36893.5
3912,49167
3913,67369
3914,75337.5
3915,70393
3916,38263.5
3917,38134.5
3918,27653.5
3919,77033.5
3920,77419.5
3921,77805.5
3922,72279
3923,35253
3924,35491
3925,35719
3926,73772
3927,78092
3928,78475
3929,80891.5
3930,79242
3931,81937
3932,65188.5
3933,76381
3934,78642
3935,81155
3936,37959
3937,83978.5
3938,82299
3939,84746.5
3940,38761
3941,32062.5
3942,32308.5
3943,32485.5
3944,80932
3945,39880
3946,32968.5
3947,85723
3948,82431
3949,33688.5
3950,87580
3951,33981.5
3952,88905.5
3953,74401
3954,89676.5
3955,90062.5
3956,73398.5
3957,72878.5
3958,73219.5
3959,93770.5
3960,91983.5
3961,74240.5
3962,83191
3963,50432
3964,64674
3965,86114.5
3966,97503
3967,97889
3968,98275
3969,98661
3970,99047
3971,69961
3972,99819
3973,68342
3974,38139.5
3975,100977
3976,71537
3977,69563
3978,69871
3979,101812.5
3980,99084
3981,70797
3982,95631
3983,104065
3984,96427.5
3985,71035
3986,40495.5
3987,40681.5
3988,68740
3989,100405.5
3990,100317
3991,100051
3992,101075
3993,86975.5
3994,104753.5
3995,70685
3996,70983
3997,109469
3998,78459
3999,94294
4000,101329
4001,363
4002,686
4003,973
4004,1237.5
4005,1517
4006,1835
4007,2147
4008,2464
4009,3252
4010,2028
4011,3741
4012,220.5
4013,3249.5
4014,2638.5
4015,2308
4016,3122.5
4017,2576
4018,5406
4019,3161.5
4020,3061
4021,3254
4022,6100
4023,7408.5
4024,7998
4025,8041.5
4026,4164
4027,8998
4028,5656.5
4029,5991.5
4030,2113
4031,1537.5
4032,9355
4033,11909
4034,6528
4035,6821
4036,14318
4037,7411
4038,2859.5
4039,334.5
4040,914
4041,815.5
4042,880.5
4043,997.5
4044,2242.5
4045,3004.5
4046,2663.5
4047,3376
4048,3334.5
4049,3667.5
4050,5385
4051,2788.5
4052,4758
4053,3772
4054,3863
4055,3584.5
4056,5890
4057,3436.5
4058,1704
4059,8080.5
4060,7858
4061,9439.5
4062,8941.5
4063,10617
4064,11020
4065,11778.5
4066,10074.5
4067,13066
4068,7040.5
4069,13526.5
4070,12867
4071,12531
4072,12391
4073,15669.5
4074,7166
4075,7372
4076,13993.5
4077,6771.5
4078,17771
4079,8770.5
4080,18470.5
4081,17779.5
4082,19321.5
4083,20016
4084,2788
4085,4049.5
4086,11272
4087,20498
4088,20704
4089,21142.5
4090,22963
4091,21948.5
4092,23578.5
4093,19974
4094,2838
4095,2854
4096,21590
4097,3177
4098,25204.5
4099,3236
4100,19360
4101,14642
4102,18859.5
4103,3341
4104,14485.5
4105,15531
4106,26475.5
4107,23698
4108,27236.5
4109,28530
4110,22686.5
4111,13382
4112,33159.5
4113,26075
4114,3275
4115,16434.5
4116,21653.5
4117,30794
4118,34863
4119,32054
4120,35752
4121,30228.5
4122,28947
4123,18121
4124,25029
4125,37939
4126,37951.5
4127,34608.5
4128,32009
4129,39619
4130,37498.5
4131,35991
4132,40858
4133,41350
4134,30027
4135,29538.5
4136,43610.5
4137,44013.5
4138,37900.5
4139,46144
4140,420.5
4141,694
4142,1448
4143,1845
4144,1529
4145,2693
4146,3313.5
4147,3573.5
4148,4059
4149,4515
4150,4030.5
4151,1988.5
4152,5847.5
4153,6337
4154,6792
4155,7248
4156,7703
4157,8158
4158,8707.5
4159,3703.5
4160,9619.5
4161,9225
4162,7557
4163,9518
4164,11440.5
4165,11449
4166,5233.5
4167,12874
4168,13267.5
4169,13623
4170,14179.5
4171,14005
4172,14448
4173,6752.5
4174,15999.5
4175,16455.5
4176,10278.5
4177,16023
4178,8632.5
4179,14400.5
4180,14763.5
4181,14474
4182,16069.5
4183,20042
4184,20498
4185,21126
4186,21449
4187,17933.5
4188,18276.5
4189,18623.5
4190,22967.5
4191,18349
4192,18684
4193,19025
4194,18483.5
4195,24877.5
4196,25134
4197,21375.5
4198,25111
4199,26387
4200,25871
4201,26243
4202,26621
4203,13524.5
4204,28299
4205,21757
4206,27559.5
4207,29443
4208,29824
4209,25388
4210,24711
4211,26773.5
4212,31379
4213,23245
4214,32114
4215,26735.5
4216,354.5
4217,721.5
4218,1139.5
4219,1517.5
4220,1721.5
4221,1747
4222,2023
4223,3041.5
4224,2788.5
4225,3597.5
4226,3961.5
4227,1401.5
4228,4845.5
4229,5060.5
4230,5393.5
4231,5759.5
4232,6116.5
4233,6481.5
4234,3786
4235,7598.5
4236,2090.5
4237,8045
4238,8406
4239,8763
4240,9232
4241,3333
