i,local_result
4242,7740
4243,4886
4244,10758.5
4245,3956
4246,3239.5
4247,4303
4248,12236.5
4249,12608.5
4250,4821
4251,347
4252,300
4253,987
4254,1516.5
4255,1890.5
4256,67
4257,2359.5
4258,134
4259,1953.5
4260,155
4261,3976
4262,4337
4263,4693
4264,5313.5
4265,5694.5
4266,5613
4267,2505
4268,950
4269,3013
4270,2840
4271,6314
4272,7727
4273,7769.5
4274,8029.5
4275,6278.5
4276,1297
4277,3832
4278,9594
4279,10183
4280,6043.5
4281,10880
4282,11236
4283,11524
4284,12721.5
4285,6586
4286,5108
4287,1797
4288,5364
4289,300
4290,399
4291,670
4292,129
4293,1774.5
4294,1477
4295,2269.5
4296,1957
4297,2863
4298,1544
4299,2651
4300,4110
4301,2884
4302,2220.5
4303,2488.5
4304,4191
4305,5226
4306,4396
4307,7848
4308,3713.5
4309,3933.5
4310,4148.5
4311,4912
4312,7039.5
4313,7354.5
4314,7646.5
4315,9393
4316,6053
4317,10919.5
4318,10390
4319,11673.5
4320,12493.5
4321,10420.5
4322,12820.5
4323,12161
4324,14051.5
4325,7930
4326,14338.5
4327,15216.5
4328,12646
4329,12899
4330,11000
4331,13236.5
4332,13160.5
4333,13463.5
4334,14479
4335,14949.5
4336,15284.5
4337,14722.5
4338,15786
4339,15365.5
4340,13760
4341,15968.5
4342,18094
4343,18439
4344,18774
4345,19104
4346,16490
4347,16739.5
4348,10825.5
4349,20482
4350,20819
4351,23498.5
4352,14443
4353,11582.5
4354,19967.5
4355,17746
4356,24584.5
4357,25781
4358,26149
4359,26525
4360,26894
4361,27268
4362,28426
4363,22783.5
4364,29196
4365,17469
4366,22384
4367,27942
4368,18181
4369,4022
4370,18684
4371,22806
4372,19365
4373,22887
4374,19900
4375,23230
4376,26787.5
4377,20494
4378,20771
4379,28943
4380,28760
4381,17246
4382,37621
4383,19565.5
4384,22141
4385,4720
4386,24088
4387,22894
4388,22971
4389,29067.5
4390,394.5
4391,502
4392,873
4393,269.5
4394,390
4395,2288
4396,2040
4397,586
4398,569.5
4399,2281
4400,2284
4401,3773
4402,4625
4403,4297
4404,1822.5
4405,5582
4406,3797
4407,5410
4408,467.5
4409,3762
4410,4594
4411,3699
4412,8332.5
4413,8487
4414,9333
4415,3066.5
4416,7861
4417,10658
4418,8545.5
4419,4584.5
4420,11896
4421,4900.5
4422,4431
4423,782.5
4424,7343.5
4425,13668
4426,14043
4427,823.5
4428,8042.5
4429,11215
4430,11462
4431,11722
4432,9868
4433,10132
4434,14291
4435,1518
4436,13988
4437,5539.5
4438,12522
4439,17864.5
4440,18220.5
4441,19403.5
4442,16808
4443,11505.5
4444,21160
4445,11803.5
4446,20662
4447,22113
4448,13034
4449,12356.5
4450,17858.5
4451,18177.5
4452,22571.5
4453,11285
4454,8631
4455,6485
4456,18575
4457,6178.5
4458,5843.5
4459,19913.5
4460,6220.5
4461,17250
4462,28203
4463,18809
4464,19131
4465,19462
4466,412
4467,243.5
4468,533.5
4469,722.5
4470,1494.5
4471,2888
4472,2094
4473,3846
4474,4269
4475,4370
4476,3207
4477,3447
4478,4969.5
4479,5948
4480,3530
4481,7389
4482,7969
4483,8421
4484,8738
4485,9161
4486,5603
4487,10037.5
4488,10409
4489,8095
4490,11026
4491,7319
4492,5296.5
4493,11166
4494,6179.5
4495,11817
4496,6556
4497,11453.5
4498,509.5
4499,4982.5
4500,5140.5
4501,471
4502,726
4503,1380
4504,1821
4505,2343
4506,2644
4507,424.5
4508,3512
4509,2605.5
4510,4387
4511,4036.5
4512,4575
4513,4951
4514,6165
4515,6606
4516,3916
4517,5600.5
4518,6365
4519,6702
4520,5858.5
4521,7899
4522,9688.5
4523,1469.5
4524,6247
4525,1477.5
4526,11803
4527,10144
4528,6977
4529,10831
4530,11377.5
4531,13032
4532,14306
4533,12866
4534,14225
4535,15524
4536,7099.5
4537,6483
4538,15228.5
4539,348
4540,26
4541,680.5
4542,55
4543,1781
4544,2138
4545,147
4546,2608
4547,2086.5
4548,3170
4549,2496.5
4550,483.5
4551,1506.5
4552,3529
4553,3076.5
4554,6414.5
4555,1931.5
4556,1982.5
4557,2285.5
4558,7086.5
4559,1968
4560,8974.5
4561,3929
4562,7682.5
4563,6583.5
4564,9456
4565,4692
4566,10220.5
4567,11332.5
4568,5422.5
4569,5668.5
4570,12615.5
4571,15397.5
4572,15629
4573,6697.5
4574,16061.5
4575,10701
4576,14216
4577,14551
4578,14893
4579,8053.5
4580,17945.5
4581,19912
4582,16247
4583,18600
4584,20588.5
4585,15329.5
4586,19674
4587,9603.5
4588,22015
4589,22478.5
4590,14543.5
4591,10295.5
4592,23301.5
4593,22336.5
4594,20314
4595,24746.5
4596,25124.5
4597,17628.5
4598,17243
4599,17513
4600,17804
4601,27014.5
4602,22469
4603,22806
4604,28205.5
4605,25206
4606,28961.5
4607,19211.5
4608,19518.5
4609,30036.5
4610,26646
4611,30788.5
4612,31225.5
4613,31603.5
4614,31981.5
4615,32359.5
4616,29189.5
4617,33114.5
4618,33223.5
4619,34244
4620,34622
4621,35000
4622,29476
4623,24228
4624,34999
4625,36512
4626,36890
4627,37268
4628,37646
4629,38024
4630,38402
4631,38780
4632,38720.5
4633,18258.5
4634,28185.5
4635,28475.5
4636,40603.5
4637,35993
4638,41359.5
4639,29629.5
4640,340
4641,728
4642,1073
4643,1416.5
4644,1765.5
4645,1961
4646,2595
4647,2971
4648,2846.5
4649,3157.5
4650,2767.5
4651,4481.5
4652,4262
4653,2021
4654,2182
4655,3068.5
4656,2515
4657,5707.5
4658,6404
4659,6566
4660,6791.5
4661,6962.5
4662,7276.5
4663,4472.5
4664,3891
4665,4074
4666,4272
4667,4293
4668,4462
4669,4646
4670,4821
4671,4853
4672,8025.5
4673,9634
4674,6447.5
4675,13251.5
4676,13928
4677,11601.5
4678,6269
4679,6139
4680,9971.5
4681,6356
4682,14586.5
4683,736.5
4684,6765
4685,6958
4686,14864.5
4687,13652
4688,13938
4689,7610
4690,7777
4691,2527.5
4692,18360
4693,10966.5
4694,17379.5
4695,16700.5
4696,11721
4697,20192
4698,22546.5
4699,23094
4700,17059
4701,18567.5
4702,23793
4703,12162.5
4704,19706.5
4705,24921
4706,9177
4707,9204
4708,26637
4709,1043.5
4710,9416
4711,23633
4712,9706
4713,9748
4714,23738.5
4715,29000
4716,435.5
4717,857.5
4718,828.5
4719,1067
4720,2205
4721,2531
4722,2771.5
4723,2635.5
4724,2889
4725,2929.5
4726,2627
4727,2645
4728,6051
4729,4462
4730,5066.5
4731,2990.5
4732,3289.5
4733,7610
4734,8879
4735,6505.5
4736,9827
4737,10301
4738,6926
4739,7362.5
4740,11640
4741,6964
4742,6268.5
4743,13062
4744,12893.5
4745,10271
4746,7477.5
4747,14516
4748,2793.5
4749,2963.5
4750,9764
4751,241
4752,891.5
4753,1322
4754,1774
4755,2089
4756,2537
4757,2506
4758,2279
4759,3401
4760,1381.5
4761,4751
4762,5167.5
4763,4936
4764,5949
4765,431.5
4766,6808.5
4767,6334
4768,2718
4769,5988.5
4770,454.5
4771,919.5
4772,1399.5
4773,532
4774,2399
4775,2920
4776,2121
4777,930
4778,2975.5
4779,3421.5
4780,1197.5
4781,5726
4782,3563
4783,3904
4784,4240
4785,2681
4786,6390.5
4787,6780.5
4788,7172.5
4789,8268.5
4790,8942
4791,9135.5
4792,7609.5
4793,8402.5
4794,9637.5
4795,10031.5
4796,12745.5
4797,13034.5
4798,11570
4799,13892
4800,14142.5
4801,6849
4802,15428
4803,15890
4804,11199
4805,14215.5
4806,16974
4807,15017.5
4808,16488.5
4809,15822.5
4810,13595
4811,833.5
4812,9586.5
4813,9825.5
4814,19089.5
4815,18231.5
4816,22013.5
4817,22501.5
4818,20817.5
4819,23397.5
4820,23885.5
4821,18633.5
4822,24706
4823,25322
4824,2589.5
4825,23716.5
4826,24096.5
4827,24508.5
4828,2773.5
4829,11037
4830,2955.5
4831,26100.5
4832,26524.5
4833,29661
4834,3056.5
4835,3070.5
4836,23110.5
4837,32174.5
4838,29682
4839,3152.5
4840,33096
4841,26743
4842,27103
4843,26480.5
4844,23583.5
4845,28018.5
4846,28381.5
4847,29709.5
4848,31397
4849,31784
4850,25451.5
4851,37675.5
4852,32459.5
4853,32878.5
4854,40300.5
4855,40285
4856,40125.5
4857,41057
4858,41977.5
4859,42463.5
4860,43238.5
4861,39546
4862,35937.5
4863,4452.5
4864,18340
4865,30338
4866,41013.5
4867,46457
4868,38965.5
4869,2876.5
4870,42741.5
4871,432.5
4872,872.5
4873,1289.5
4874,1723.5
4875,1489
4876,1796
4877,2091
4878,1424
4879,4103.5
4880,4212.5
4881,2769
4882,3550
4883,3797
4884,1505.5
4885,6469.5
4886,6260
4887,7340.5
4888,7695.5
4889,5885.5
4890,5498
4891,7625.5
4892,6286.5
4893,10663.5
4894,5340
4895,3777.5
4896,3796.5
4897,3807.5
4898,12505.5
4899,12213.5
4900,13308.5
4901,13720.5
4902,12941.5
4903,6065
4904,7205
4905,9347.5
4906,11479.5
4907,14664
4908,3998
4909,15260.5
4910,6372
4911,6406
4912,9084
4913,18603.5
4914,19011.5
4915,9500
4916,9564
4917,18197.5
4918,19460
4919,6601.5
4920,12862
4921,18731.5
4922,6797
4923,23093
4924,6551.5
4925,22239.5
4926,22865.5
4927,24590.5
4928,10879
4929,24078.5
4930,24266.5
4931,26642
4932,27071
4933,10741
4934,24610.5
4935,27641
4936,16297.5
4937,13870
4938,27594.5
4939,29686
4940,30104
4941,30533
4942,28118
4943,28537
4944,32294.5
4945,694.5
4946,8799
4947,404.5
4948,794
4949,763.5
4950,647
4951,2380
4952,2518.5
4953,2132.5
4954,2424.5
4955,3855.5
4956,4299
4957,4072.5
4958,3515
4959,1694.5
4960,4187
4961,5088
4962,5088.5
4963,5341.5
4964,8602
4965,7249
4966,9725.5
4967,10212.5
4968,6738.5
4969,7038.5
4970,10389.5
4971,7701
4972,8975.5
4973,9268.5
4974,10953.5
4975,13385
4976,13334
4977,13657
4978,14265.5
4979,14686
4980,14626
4981,15196
4982,4299.5
4983,7805
4984,16301
4985,15145.5
4986,321
4987,599
4988,867
4989,926.5
4990,811
4991,293
4992,290.5
4993,929.5
4994,1121.5
4995,1529
4996,292
4997,629.5
4998,946.5
4999,557
5000,1615
5001,301.5
5002,636
5003,956
5004,1059
5005,485
5006,623
5007,762
5008,2239.5
5009,2866
5010,3130
5011,2074
5012,3162
5013,4130
5014,4298
5015,631
5016,4913
5017,3393
5018,5536
5019,5845
5020,6419.5
5021,2795.5
5022,1858.5
5023,888
5024,1944
5025,1985
5026,7992
5027,8302
5028,8614
5029,8928
5030,9232
5031,9792
5032,2666
5033,7294
5034,4759.5
5035,2361
5036,11084
5037,11392
5038,11703
5039,12187
5040,11685
5041,12896.5
5042,5078
5043,13714
5044,11812
5045,7339
5046,5603
5047,5718
5048,15277.5
5049,14949
5050,15903.5
5051,6150
5052,1889
5053,16858.5
5054,17178.5
5055,16832.5
5056,17139.5
5057,12987
5058,18303
5059,16371.5
5060,3968
5061,17905
5062,4147
5063,14376
5064,4288
5065,20847.5
5066,21168.5
5067,15164
5068,15417
5069,21946.5
5070,9523.5
5071,2671
5072,22605
5073,9748.5
5074,18455.5
5075,19051
5076,20294.5
5077,21195
5078,24817.5
5079,17931
5080,20152
5081,18408
5082,24071
5083,24362
5084,24658
5085,22136
5086,22661.5
5087,21778.5
5088,23958
5089,23475.5
5090,23485
5091,24024.5
5092,29241.5
5093,24570.5
5094,29877.5
5095,30195.5
5096,12681.5
5097,7070
5098,30767
5099,7144
5100,377.5
5101,22813
5102,23067
5103,32224
5104,1684.5
5105,13657.5
5106,13814.5
5107,1736.5
5108,1761.5
5109,1782.5
5110,6866
5111,14613.5
5112,7954
5113,1810.5
5114,25917
5115,26101
5116,18239
5117,29291.5
5118,15128.5
5119,29818.5
5120,27148
5121,27410
5122,15560.5
5123,15718.5
5124,27982
5125,15881.5
5126,16043.5
5127,16095.5
5128,1293.5
5129,16434.5
5130,16609.5
5131,16759.5
5132,7925
5133,7942
5134,8336
5135,16518
5136,1343.5
5137,34304.5
5138,31142
5139,31334
5140,44441.5
5141,37744
5142,17973.5
5143,38278
5144,41371
5145,32907
5146,39316
5147,39537.5
5148,45866.5
5149,1627.5
5150,15906.5
5151,47031.5
5152,48747.5
5153,10800
5154,35111
5155,5901
5156,41208
5157,19542.5
5158,39751
5159,36012
5160,36330
5161,40392.5
5162,6634
5163,6691
5164,6761
5165,37944
5166,21314.5
5167,20725
5168,38779
5169,39057
5170,46688
5171,432
5172,116.5
5173,1067
5174,1362.5
5175,1689
5176,356
5177,642
5178,1223.5
5179,1719
5180,2072
5181,437.5
5182,376
5183,1031.5
5184,902
5185,532.5
5186,444
5187,275.5
5188,1258
5189,1680
5190,1790.5
5191,377
5192,846
5193,1265
5194,1681
5195,2109.5
5196,2182
5197,2547
5198,3345
5199,3377
5200,4039
5201,786.5
5202,3909.5
5203,4758.5
5204,1460.5
5205,475.5
5206,6712
5207,6218.5
5208,5128
5209,6363
5210,4878.5
5211,390
5212,476.5
5213,1126
5214,1777
5215,514
5216,1734
5217,2714
5218,2700
5219,254
5220,4240
5221,4371
5222,5361
5223,3829
5224,4030
5225,587.5
5226,6093.5
5227,6574
5228,6094.5
5229,6151
5230,6456
5231,475
5232,463.5
5233,1456
5234,1742
5235,2178.5
5236,1918
5237,3202
5238,1029
5239,4111
5240,3401
5241,3170
5242,5480
5243,6232.5
5244,5217
5245,4321
5246,7644.5
5247,6023.5
5248,6131
5249,9052.5
5250,9492
5251,465.5
5252,742
5253,101
5254,1143.5
5255,1285.5
5256,2568.5
5257,2034
5258,241
5259,3483
5260,1718
5261,1451
5262,3919.5
5263,3600.5
5264,337
5265,349
5266,6978
5267,7038.5
5268,505
5269,7834.5
5270,8779.5
5271,9183.5
5272,8290.5
5273,770
5274,799
5275,9278.5
5276,11203.5
5277,11039.5
5278,7245
5279,12415.5
5280,12819.5
5281,12903.5
5282,11647
5283,12232.5
5284,14290
5285,13297
5286,15098
5287,15498
5288,16049.5
5289,14185
5290,16857.5
5291,16744
5292,15578.5
5293,17830
5294,18231
5295,18633
5296,19034
5297,19011.5
5298,19508
5299,20087.5
5300,20321.5
5301,20709
5302,14771.5
5303,21059.5
5304,21709
5305,19301.5
5306,22901.5
5307,23300.5
5308,23696.5
5309,24095.5
5310,24462.5
5311,24863.5
5312,25739.5
5313,25658.5
5314,24259
5315,26495.5
5316,25683
5317,24859.5
5318,25481.5
5319,22294.5
5320,28110.5
5321,28510.5
5322,28963.5
5323,30166
5324,14621
5325,24279.5
5326,28937
5327,30696
5328,29532
5329,30073
5330,6580.5
5331,22367
5332,28759.5
5333,29101.5
5334,29448.5
5335,29800.5
5336,30150.5
5337,30506.5
5338,30862.5
5339,31212.5
5340,34234
5341,318
5342,558.5
5343,301.5
5344,654.5
5345,541.5
5346,1231
5347,117
5348,1006
5349,3025.5
5350,1477.5
5351,3136
5352,3707
5353,4008
5354,1882
5355,2258
5356,2835.5
5357,3602
5358,2321.5
5359,3929
5360,7800
5361,431.5
5362,605
5363,1306
5364,1735
5365,1499
5366,1749
5367,2354
5368,3491
5369,3465.5
5370,621
5371,4752
5372,4582.5
5373,4967.5
5374,5934.5
5375,5511.5
5376,1908
5377,6890
5378,7271
5379,6917.5
5380,7284.5
5381,356.5
5382,876
5383,99.5
5384,1705.5
5385,1775.5
5386,2553.5
5387,2276.5
5388,3273
5389,2926.5
5390,3648
5391,3310.5
5392,3997.5
5393,4331.5
5394,5032
5395,3644
5396,5453
5397,6025
5398,4451
5399,6464
5400,22
5401,343.5
5402,471.5
5403,374.5
5404,784.5
5405,2066
5406,1050.5
5407,1264.5
5408,3140.5
5409,3885
5410,3954
5411,2834
5412,2316.5
5413,4953.5
5414,6131.5
5415,5878.5
5416,391
5417,926
5418,1191
5419,1938.5
5420,1285.5
5421,2214.5
5422,3405.5
5423,1588
5424,2190
5425,4385
5426,4818
5427,5209
5428,6304
5429,5647
5430,5489.5
